timestamp,jarak_mm,debit_lpm,ph_air,hujan_mm,asli_endapan_mm,asli_sumbatan,seed
2025-01-01 16:45:00+00:00,1193.1,101.2,7.22,0.0,8.4,0.0,42
2025-01-01 17:00:00+00:00,1187.2,114.2,7.28,0.0,8.4,0.0,42
2025-01-01 17:15:00+00:00,1180.0,109.8,7.43,0.0,8.4,0.0,42
2025-01-01 17:30:00+00:00,1186.4,103.9,7.39,0.0,8.5,0.0,42
2025-01-01 17:45:00+00:00,1189.8,108.6,7.44,0.0,8.5,0.0,42
2025-01-01 18:00:00+00:00,1189.4,107.0,7.36,0.0,8.6,0.0,42
2025-01-01 18:15:00+00:00,1189.5,103.3,7.08,0.0,8.6,0.0,42
2025-01-01 18:30:00+00:00,1177.8,107.0,7.13,0.0,8.6,0.0,42
2025-01-01 18:45:00+00:00,1184.1,101.5,7.45,0.0,8.7,0.0,42
2025-01-01 19:00:00+00:00,1186.1,115.3,7.24,0.0,8.7,0.0,42
2025-01-01 19:15:00+00:00,1182.8,112.9,7.23,0.0,8.8,0.0,42
2025-01-01 19:30:00+00:00,1182.8,113.4,7.49,0.0,8.8,0.0,42
2025-01-01 19:45:00+00:00,1187.5,115.0,7.33,0.0,8.9,0.0,42
2025-01-01 20:00:00+00:00,1182.7,111.6,7.1,0.0,8.9,0.0,42
2025-01-01 20:15:00+00:00,1180.1,103.4,7.0,0.0,9.0,0.0,42
2025-01-01 20:30:00+00:00,1178.7,102.1,7.23,0.0,9.1,0.0,42
2025-01-01 20:45:00+00:00,1182.1,108.4,7.31,0.0,9.1,0.0,42
2025-01-01 21:00:00+00:00,1186.8,105.8,7.31,0.0,9.2,0.0,42
2025-01-01 21:15:00+00:00,1183.0,102.4,7.15,0.0,9.2,0.0,42
2025-01-01 21:30:00+00:00,1181.4,112.3,7.36,0.0,9.2,0.0,42
2025-01-01 21:45:00+00:00,1189.6,104.1,7.31,0.0,9.3,0.0,42
2025-01-01 22:00:00+00:00,1184.9,104.1,7.51,0.0,9.3,0.0,42
2025-01-01 22:15:00+00:00,1186.7,107.1,7.03,0.0,9.3,0.0,42
2025-01-01 22:30:00+00:00,1183.3,114.5,7.24,0.0,9.4,0.0,42
2025-01-01 22:45:00+00:00,1179.1,109.7,7.25,0.0,9.4,0.0,42
2025-01-01 23:00:00+00:00,1189.3,101.7,7.02,0.0,9.5,0.0,42
2025-01-01 23:15:00+00:00,1184.3,109.0,7.13,0.0,9.6,0.0,42
2025-01-01 23:30:00+00:00,1178.8,112.4,7.16,0.0,9.6,0.0,42
2025-01-01 23:45:00+00:00,1182.1,105.2,7.26,0.0,9.7,0.0,42
2025-01-02 00:00:00+00:00,1184.7,105.7,7.34,0.0,9.7,0.0,42
2025-01-02 00:15:00+00:00,1178.4,101.3,7.23,0.0,9.7,0.0,42
2025-01-02 00:30:00+00:00,1191.7,103.3,7.37,0.0,9.8,0.0,42
2025-01-02 00:45:00+00:00,1180.5,102.6,7.14,0.0,9.8,0.0,42
2025-01-02 01:00:00+00:00,1185.6,115.0,7.36,0.0,9.9,0.0,42
2025-01-02 01:15:00+00:00,1180.1,112.2,7.27,0.0,9.9,0.0,42
2025-01-02 01:30:00+00:00,1178.5,100.5,7.01,0.0,10.0,0.0,42
2025-01-02 01:45:00+00:00,1180.7,108.3,7.19,0.0,10.0,0.0,42
2025-01-02 02:00:00+00:00,1186.7,106.1,7.15,0.0,10.0,0.0,42
2025-01-02 02:15:00+00:00,1183.4,113.5,7.18,0.0,10.1,0.0,42
2025-01-02 02:30:00+00:00,1180.0,106.5,7.46,0.0,10.2,0.0,42
2025-01-02 02:45:00+00:00,1183.7,101.9,7.1,0.0,10.2,0.0,42
2025-01-02 03:00:00+00:00,1180.7,104.8,7.25,0.0,10.3,0.0,42
2025-01-02 03:15:00+00:00,1187.1,104.6,7.28,0.0,10.3,0.0,42
2025-01-02 03:30:00+00:00,1173.3,103.8,7.31,0.0,10.4,0.0,42
2025-01-02 03:45:00+00:00,1184.5,110.1,7.41,0.0,10.4,0.0,42
2025-01-02 04:00:00+00:00,1182.5,113.3,7.32,0.0,10.5,0.0,42
2025-01-02 04:15:00+00:00,1178.5,109.8,7.27,0.0,10.5,0.0,42
2025-01-02 04:30:00+00:00,1181.4,111.5,7.27,0.0,10.6,0.0,42
2025-01-02 04:45:00+00:00,1181.1,112.8,7.22,0.0,10.7,0.0,42
2025-01-02 05:00:00+00:00,1184.8,108.0,7.41,0.0,10.7,0.0,42
2025-01-02 05:15:00+00:00,1189.5,114.2,7.33,0.0,10.7,0.0,42
2025-01-02 05:30:00+00:00,1177.1,103.3,7.06,0.0,10.8,0.0,42
2025-01-02 05:45:00+00:00,1184.4,115.3,7.26,0.0,10.8,0.0,42
2025-01-02 06:00:00+00:00,1181.9,101.9,7.27,0.0,10.9,0.0,42
2025-01-02 06:15:00+00:00,1180.0,106.2,7.29,0.0,10.9,0.0,42
2025-01-02 06:30:00+00:00,1182.4,105.5,7.31,0.0,11.0,0.0,42
2025-01-02 06:45:00+00:00,1181.6,103.8,7.21,0.0,11.0,0.0,42
2025-01-02 07:00:00+00:00,1177.5,105.7,7.3,0.0,11.1,0.0,42
2025-01-02 07:15:00+00:00,1181.8,101.2,7.25,0.0,11.1,0.0,42
2025-01-02 07:30:00+00:00,1189.0,113.8,7.32,0.0,11.2,0.0,42
2025-01-02 07:45:00+00:00,1188.2,103.9,7.13,0.0,11.2,0.0,42
2025-01-02 08:00:00+00:00,1181.0,111.7,7.5,0.0,11.3,0.0,42
2025-01-02 08:15:00+00:00,1175.6,103.5,7.2,0.0,11.3,0.0,42
2025-01-02 08:30:00+00:00,1177.0,102.6,7.28,0.0,11.4,0.0,42
2025-01-02 08:45:00+00:00,1186.2,103.0,7.39,0.0,11.5,0.0,42
2025-01-02 09:00:00+00:00,1189.0,115.4,7.28,0.0,11.5,0.0,42
2025-01-02 09:15:00+00:00,1180.8,112.1,7.26,0.0,11.5,0.0,42
2025-01-02 09:30:00+00:00,1184.3,111.2,7.38,0.0,11.6,0.0,42
2025-01-02 09:45:00+00:00,1188.3,112.5,7.22,0.0,11.6,0.0,42
2025-01-02 10:00:00+00:00,1176.5,105.4,7.17,0.0,11.7,0.0,42
2025-01-02 10:15:00+00:00,1182.9,105.1,7.17,0.0,11.7,0.0,42
2025-01-02 10:30:00+00:00,1184.4,109.0,7.34,0.0,11.8,0.0,42
2025-01-02 10:45:00+00:00,1184.0,109.9,7.13,0.0,11.8,0.0,42
2025-01-02 11:00:00+00:00,1182.5,101.6,7.25,0.0,11.9,0.0,42
2025-01-02 11:15:00+00:00,1182.8,107.1,7.21,0.0,11.9,0.0,42
2025-01-02 11:30:00+00:00,1183.3,108.0,7.3,0.0,12.0,0.0,42
2025-01-02 11:45:00+00:00,1180.5,109.5,7.36,0.0,12.0,0.0,42
2025-01-02 12:00:00+00:00,1179.2,114.4,7.41,0.0,12.1,0.0,42
2025-01-02 12:15:00+00:00,1185.9,103.2,7.07,0.0,12.1,0.0,42
2025-01-02 12:30:00+00:00,1177.4,112.1,7.23,0.0,12.2,0.0,42
2025-01-02 12:45:00+00:00,1186.2,114.7,7.26,0.0,12.2,0.0,42
2025-01-02 13:00:00+00:00,1178.7,106.7,7.04,0.0,12.2,0.0,42
2025-01-02 13:15:00+00:00,1177.0,111.9,7.03,0.0,12.3,0.0,42
2025-01-02 13:30:00+00:00,1188.0,104.2,7.21,0.0,12.3,0.0,42
2025-01-02 13:45:00+00:00,1178.9,108.4,7.01,0.0,12.4,0.0,42
2025-01-02 14:00:00+00:00,1175.4,108.4,7.35,0.0,12.5,0.0,42
2025-01-02 14:15:00+00:00,1175.8,115.3,7.36,0.0,12.5,0.0,42
2025-01-02 14:30:00+00:00,1179.6,108.7,7.28,0.0,12.6,0.0,42
2025-01-02 14:45:00+00:00,1184.1,111.8,7.19,0.0,12.6,0.0,42
2025-01-02 15:00:00+00:00,1183.3,113.3,7.02,0.0,12.7,0.0,42
2025-01-02 15:15:00+00:00,1182.4,100.8,7.19,0.0,12.7,0.0,42
2025-01-02 15:30:00+00:00,1189.0,101.4,7.18,0.0,12.8,0.0,42
2025-01-02 15:45:00+00:00,1177.9,102.8,7.34,0.0,12.8,0.0,42
2025-01-02 16:00:00+00:00,1175.1,112.6,7.28,0.0,12.8,0.0,42
2025-01-02 16:15:00+00:00,1187.9,108.7,7.37,0.0,12.9,0.0,42
2025-01-02 16:30:00+00:00,1173.5,109.5,7.05,0.0,12.9,0.0,42
2025-01-02 16:45:00+00:00,1185.0,105.9,7.35,0.0,13.0,0.0,42
2025-01-02 17:00:00+00:00,1179.5,100.7,7.3,0.0,13.0,0.0,42
2025-01-02 17:15:00+00:00,1181.5,112.7,7.39,0.0,13.1,0.0,42
2025-01-02 17:30:00+00:00,1186.4,104.2,7.19,0.0,13.1,0.0,42
2025-01-02 17:45:00+00:00,1177.4,103.1,7.2,0.0,13.1,0.0,42
2025-01-02 18:00:00+00:00,1174.6,100.7,7.12,0.0,13.2,0.0,42
2025-01-02 18:15:00+00:00,1175.6,115.1,7.17,0.0,13.2,0.0,42
2025-01-02 18:30:00+00:00,1179.0,113.3,6.9,0.0,13.3,0.0,42
2025-01-02 18:45:00+00:00,1180.7,102.8,7.13,0.0,13.3,0.0,42
2025-01-02 19:00:00+00:00,1181.8,107.6,7.12,0.0,13.4,0.0,42
2025-01-02 19:15:00+00:00,1184.4,106.0,7.06,0.0,13.4,0.0,42
2025-01-02 19:30:00+00:00,1185.6,111.5,7.46,0.0,13.5,0.0,42
2025-01-02 19:45:00+00:00,1176.2,104.1,7.11,0.0,13.5,0.0,42
2025-01-02 20:00:00+00:00,1184.8,115.4,7.05,0.0,13.6,0.0,42
2025-01-02 20:15:00+00:00,1181.5,101.5,7.27,0.0,13.6,0.0,42
2025-01-02 20:30:00+00:00,1180.2,113.2,7.14,0.0,13.6,0.0,42
2025-01-02 20:45:00+00:00,1008.5,348.0,7.38,7.35,13.7,0.0,42
2025-01-02 21:00:00+00:00,1007.2,323.7,7.23,0.0,13.8,0.0,42
2025-01-02 21:15:00+00:00,1008.9,330.6,7.25,0.0,13.8,0.0,42
2025-01-02 21:30:00+00:00,1005.0,341.9,7.23,0.0,13.9,0.0,42
2025-01-02 21:45:00+00:00,1010.2,334.8,7.35,0.0,13.9,0.0,42
2025-01-02 22:00:00+00:00,1010.2,328.8,7.32,0.0,13.9,0.0,42
2025-01-02 22:15:00+00:00,1010.4,335.0,7.23,0.0,14.0,0.0,42
2025-01-02 22:30:00+00:00,1011.7,341.5,7.17,0.0,14.0,0.0,42
2025-01-02 22:45:00+00:00,1006.6,354.3,7.33,0.0,14.0,0.0,42
2025-01-02 23:00:00+00:00,1008.2,353.4,7.31,0.0,14.1,0.0,42
2025-01-02 23:15:00+00:00,1006.4,361.3,7.53,0.0,14.1,0.0,42
2025-01-02 23:30:00+00:00,1009.5,343.1,7.29,0.0,14.2,0.0,42
2025-01-02 23:45:00+00:00,1182.5,100.7,7.4,0.0,14.2,0.0,42
2025-01-03 00:00:00+00:00,1178.0,115.2,7.26,0.0,14.2,0.0,42
2025-01-03 00:15:00+00:00,1184.5,108.1,7.33,0.0,14.3,0.0,42
2025-01-03 00:30:00+00:00,1184.5,115.1,7.25,0.0,14.4,0.0,42
2025-01-03 00:45:00+00:00,1176.2,104.7,7.28,0.0,14.4,0.0,42
2025-01-03 01:00:00+00:00,1177.4,103.3,7.21,0.0,14.5,0.0,42
2025-01-03 01:15:00+00:00,1181.6,110.7,7.14,0.0,14.5,0.0,42
2025-01-03 01:30:00+00:00,1176.9,105.7,7.17,0.0,14.6,0.0,42
2025-01-03 01:45:00+00:00,1183.7,109.1,7.27,0.0,14.6,0.0,42
2025-01-03 02:00:00+00:00,1185.7,107.9,7.6,0.0,14.6,0.0,42
2025-01-03 02:15:00+00:00,1171.4,112.6,7.04,0.0,14.7,0.0,42
2025-01-03 02:30:00+00:00,1184.6,115.5,7.29,0.0,14.8,0.0,42
2025-01-03 02:45:00+00:00,1178.1,103.1,7.26,0.0,14.8,0.0,42
2025-01-03 03:00:00+00:00,1183.3,101.0,7.02,0.0,14.9,0.0,42
2025-01-03 03:15:00+00:00,1186.1,104.7,7.25,0.0,14.9,0.0,42
2025-01-03 03:30:00+00:00,1184.4,105.4,7.31,0.0,15.0,0.0,42
2025-01-03 03:45:00+00:00,1172.0,115.4,7.25,0.0,15.0,0.0,42
2025-01-03 04:00:00+00:00,1174.2,112.1,7.33,0.0,15.0,0.0,42
2025-01-03 04:15:00+00:00,1176.5,112.0,7.36,0.0,15.1,0.0,42
2025-01-03 04:30:00+00:00,1174.8,115.5,7.05,0.0,15.2,0.0,42
2025-01-03 04:45:00+00:00,1172.1,112.1,7.43,0.0,15.2,0.0,42
2025-01-03 05:00:00+00:00,1178.5,104.6,7.32,0.0,15.3,0.0,42
2025-01-03 05:15:00+00:00,1181.1,106.4,7.27,0.0,15.3,0.0,42
2025-01-03 05:30:00+00:00,1178.9,106.9,7.26,0.0,15.4,0.0,42
2025-01-03 05:45:00+00:00,1182.5,108.0,7.52,0.0,15.4,0.0,42
2025-01-03 06:00:00+00:00,1187.3,112.9,7.54,0.0,15.5,0.0,42
2025-01-03 06:15:00+00:00,1183.0,113.1,7.29,0.0,15.5,0.0,42
2025-01-03 06:30:00+00:00,1179.6,109.3,7.22,0.0,15.6,0.0,42
2025-01-03 06:45:00+00:00,1184.1,111.3,7.14,0.0,15.6,0.0,42
2025-01-03 07:00:00+00:00,1182.0,108.2,7.34,0.0,15.7,0.0,42
2025-01-03 07:15:00+00:00,1183.6,114.0,7.3,0.0,15.7,0.0,42
2025-01-03 07:30:00+00:00,1183.0,107.1,7.14,0.0,15.7,0.0,42
2025-01-03 07:45:00+00:00,1180.0,113.6,7.33,0.0,15.8,0.0,42
2025-01-03 08:00:00+00:00,1175.4,114.5,7.18,0.0,15.8,0.0,42
2025-01-03 08:15:00+00:00,1183.2,106.7,7.3,0.0,15.9,0.0,42
2025-01-03 08:30:00+00:00,1186.4,101.5,7.21,0.0,15.9,0.0,42
2025-01-03 08:45:00+00:00,1171.5,101.9,7.05,0.0,16.0,0.0,42
2025-01-03 09:00:00+00:00,1172.8,105.3,7.32,0.0,16.0,0.0,42
2025-01-03 09:15:00+00:00,1176.6,106.0,7.28,0.0,16.1,0.0,42
2025-01-03 09:30:00+00:00,1178.2,109.9,7.16,0.0,16.1,0.0,42
2025-01-03 09:45:00+00:00,1175.2,106.2,7.39,0.0,16.1,0.0,42
2025-01-03 10:00:00+00:00,1184.0,112.4,7.2,0.0,16.2,0.0,42
2025-01-03 10:15:00+00:00,1181.0,107.4,7.15,0.0,16.2,0.0,42
2025-01-03 10:30:00+00:00,1177.3,108.1,7.08,0.0,16.3,0.0,42
2025-01-03 10:45:00+00:00,1169.6,111.8,7.12,0.0,16.3,0.0,42
2025-01-03 11:00:00+00:00,1174.1,103.7,7.29,0.0,16.4,0.0,42
2025-01-03 11:15:00+00:00,1176.7,105.6,7.14,0.0,16.4,0.0,42
2025-01-03 11:30:00+00:00,1182.7,112.0,7.22,0.0,16.4,0.0,42
2025-01-03 11:45:00+00:00,1180.3,109.7,7.31,0.0,16.5,0.0,42
2025-01-03 12:00:00+00:00,1189.3,101.1,7.39,0.0,16.5,0.0,42
2025-01-03 12:15:00+00:00,1175.1,107.6,7.38,0.0,16.6,0.0,42
2025-01-03 12:30:00+00:00,1175.9,107.0,7.32,0.0,16.6,0.0,42
2025-01-03 12:45:00+00:00,1182.2,106.3,7.31,0.0,16.7,0.0,42
2025-01-03 13:00:00+00:00,1176.3,112.0,7.2,0.0,16.7,0.0,42
2025-01-03 13:15:00+00:00,1183.4,106.5,7.27,0.0,16.8,0.0,42
2025-01-03 13:30:00+00:00,1175.6,103.4,7.02,0.0,16.8,0.0,42
2025-01-03 13:45:00+00:00,1182.1,112.9,7.31,0.0,16.9,0.0,42
2025-01-03 14:00:00+00:00,1180.4,106.0,7.06,0.0,16.9,0.0,42
2025-01-03 14:15:00+00:00,1173.9,111.4,7.39,0.0,17.0,0.0,42
2025-01-03 14:30:00+00:00,1183.4,113.1,7.22,0.0,17.0,0.0,42
2025-01-03 14:45:00+00:00,1177.8,104.0,7.3,0.0,17.0,0.0,42
2025-01-03 15:00:00+00:00,1176.0,108.0,7.28,0.0,17.1,0.0,42
2025-01-03 15:15:00+00:00,1174.2,107.7,7.31,0.0,17.1,0.0,42
2025-01-03 15:30:00+00:00,1181.2,106.8,7.22,0.0,17.2,0.0,42
2025-01-03 15:45:00+00:00,1179.5,105.1,6.97,0.0,17.3,0.0,42
2025-01-03 16:00:00+00:00,1181.7,109.5,7.37,0.0,17.3,0.0,42
2025-01-03 16:15:00+00:00,1186.2,102.7,7.19,0.0,17.3,0.0,42
2025-01-03 16:30:00+00:00,1175.2,101.1,7.35,0.0,17.4,0.0,42
2025-01-03 16:45:00+00:00,1179.5,105.9,7.35,0.0,17.5,0.0,42
2025-01-03 17:00:00+00:00,1180.7,103.3,7.34,0.0,17.5,0.0,42
2025-01-03 17:15:00+00:00,1171.8,111.8,7.11,0.0,17.6,0.0,42
2025-01-03 17:30:00+00:00,1178.1,104.9,7.44,0.0,17.6,0.0,42
2025-01-03 17:45:00+00:00,1175.0,106.7,7.56,0.0,17.7,0.0,42
2025-01-03 18:00:00+00:00,1180.0,108.4,7.35,0.0,17.7,0.0,42
2025-01-03 18:15:00+00:00,1180.2,112.0,7.21,0.0,17.7,0.0,42
2025-01-03 18:30:00+00:00,1174.9,110.9,7.24,0.0,17.8,0.0,42
2025-01-03 18:45:00+00:00,1180.6,109.3,7.33,0.0,17.9,0.0,42
2025-01-03 19:00:00+00:00,1061.8,254.2,7.5,4.43,17.9,0.0,42
2025-01-03 19:15:00+00:00,905.8,491.1,7.26,8.43,18.0,0.0,42
2025-01-03 19:30:00+00:00,692.8,875.1,7.45,11.61,18.0,0.0,42
2025-01-03 19:45:00+00:00,671.1,877.3,7.45,13.64,17.7,0.0,42
2025-01-03 20:00:00+00:00,673.2,902.8,7.4,14.35,17.4,0.0,42
2025-01-03 20:15:00+00:00,675.1,871.4,7.22,18.99,17.1,0.0,42
2025-01-03 20:30:00+00:00,674.3,879.9,7.3,21.24,16.8,0.0,42
2025-01-03 20:45:00+00:00,673.9,880.5,7.42,20.44,16.5,0.0,42
2025-01-03 21:00:00+00:00,674.3,914.0,7.28,16.44,16.2,0.0,42
2025-01-03 21:15:00+00:00,676.2,814.9,7.51,9.63,16.3,0.0,42
2025-01-03 21:30:00+00:00,679.4,923.6,7.39,5.34,16.3,0.0,42
2025-01-03 21:45:00+00:00,674.9,849.8,7.13,0.0,16.4,0.0,42
2025-01-03 22:00:00+00:00,675.8,906.3,7.14,0.0,16.4,0.0,42
2025-01-03 22:15:00+00:00,672.8,920.8,7.26,0.0,16.4,0.0,42
2025-01-03 22:30:00+00:00,676.5,834.2,7.35,0.0,16.5,0.0,42
2025-01-03 22:45:00+00:00,674.9,891.4,7.35,0.0,16.5,0.0,42
2025-01-03 23:00:00+00:00,676.6,814.7,7.32,0.0,16.6,0.0,42
2025-01-03 23:15:00+00:00,674.9,886.2,7.37,0.0,16.7,0.0,42
2025-01-03 23:30:00+00:00,673.8,819.8,7.1,0.0,16.7,0.0,42
2025-01-03 23:45:00+00:00,674.7,835.5,7.17,0.0,16.8,0.0,42
2025-01-04 00:00:00+00:00,869.7,587.5,7.33,0.0,16.8,0.0,42
2025-01-04 00:15:00+00:00,1043.5,263.8,7.29,0.0,16.9,0.0,42
2025-01-04 00:30:00+00:00,1176.3,110.0,7.28,0.0,16.9,0.0,42
2025-01-04 00:45:00+00:00,1173.5,114.9,7.28,0.0,17.0,0.0,42
2025-01-04 01:00:00+00:00,1176.1,108.1,7.35,0.0,17.0,0.0,42
2025-01-04 01:15:00+00:00,1176.0,108.4,7.35,0.0,17.1,0.0,42
2025-01-04 01:30:00+00:00,1172.8,104.9,7.52,0.0,17.1,0.0,42
2025-01-04 01:45:00+00:00,1172.2,104.8,7.32,0.0,17.2,0.0,42
2025-01-04 02:00:00+00:00,1176.9,100.9,7.36,0.0,17.2,0.0,42
2025-01-04 02:15:00+00:00,1177.4,109.6,7.18,0.0,17.3,0.0,42
2025-01-04 02:30:00+00:00,1183.8,115.5,7.18,0.0,17.3,0.0,42
2025-01-04 02:45:00+00:00,1175.6,108.7,7.23,0.0,17.3,0.0,42
2025-01-04 03:00:00+00:00,1182.9,114.4,7.04,0.0,17.4,0.0,42
2025-01-04 03:15:00+00:00,1178.6,100.5,7.38,0.0,17.4,0.0,42
2025-01-04 03:30:00+00:00,1175.9,106.5,7.27,0.0,17.5,0.0,42
2025-01-04 03:45:00+00:00,1168.5,104.9,7.06,0.0,17.5,0.0,42
2025-01-04 04:00:00+00:00,1183.3,114.8,7.21,0.0,17.6,0.0,42
2025-01-04 04:15:00+00:00,1184.1,100.9,7.49,0.0,17.6,0.0,42
2025-01-04 04:30:00+00:00,1169.6,105.8,7.2,0.0,17.6,0.0,42
2025-01-04 04:45:00+00:00,1176.1,104.5,7.35,0.0,17.7,0.0,42
2025-01-04 05:00:00+00:00,1173.2,114.1,7.41,0.0,17.8,0.0,42
2025-01-04 05:15:00+00:00,1181.0,109.1,7.3,0.0,17.8,0.0,42
2025-01-04 05:30:00+00:00,1182.0,104.1,7.43,0.0,17.8,0.0,42
2025-01-04 05:45:00+00:00,1181.8,108.3,7.14,0.0,17.9,0.0,42
2025-01-04 06:00:00+00:00,1177.5,103.4,7.24,0.0,17.9,0.0,42
2025-01-04 06:15:00+00:00,1172.3,104.8,7.42,0.0,18.0,0.0,42
2025-01-04 06:30:00+00:00,1170.7,113.2,7.31,0.0,18.0,0.0,42
2025-01-04 06:45:00+00:00,1166.9,107.3,7.28,0.0,18.1,0.0,42
